repo,tool,filepath,is_defect,touch_count
ansible/ansible-examples,ansible,language_features/conditionals_part1.yml,0,4
ansible/ansible-examples,ansible,language_features/conditionals_part2.yml,0,5
ansible/ansible-examples,ansible,language_features/custom_filters.yml,0,3
ansible/ansible-examples,ansible,language_features/delegation.yml,0,4
ansible/ansible-examples,ansible,language_features/environment.yml,1,5
ansible/ansible-examples,ansible,language_features/eucalyptus-ec2.yml,1,7
ansible/ansible-examples,ansible,language_features/file_secontext.yml,0,4
ansible/ansible-examples,ansible,language_features/get_url.yml,0,3
ansible/ansible-examples,ansible,language_features/group_by.yml,0,4
ansible/ansible-examples,ansible,language_features/group_commands.yml,0,5
ansible/ansible-examples,ansible,language_features/handlers/handlers.yml,0,3
ansible/ansible-examples,ansible,language_features/intermediate_example.yml,0,4
ansible/ansible-examples,ansible,language_features/intro_example.yml,0,5
ansible/ansible-examples,ansible,language_features/loop_nested.yml,0,2
ansible/ansible-examples,ansible,language_features/loop_plugins.yml,0,3
ansible/ansible-examples,ansible,language_features/loop_with_items.yml,1,6
ansible/ansible-examples,ansible,language_features/mysql.yml,0,4
ansible/ansible-examples,ansible,language_features/nested_playbooks.yml,0,4
ansible/ansible-examples,ansible,language_features/netscaler.yml,0,4
ansible/ansible-examples,ansible,language_features/postgresql.yml,0,6
ansible/ansible-examples,ansible,language_features/prompts.yml,0,5
ansible/ansible-examples,ansible,language_features/rabbitmq.yml,1,7
ansible/ansible-examples,ansible,language_features/register_logic.yml,1,8
ansible/ansible-examples,ansible,language_features/roles/foo/handlers/main.yml,0,1
ansible/ansible-examples,ansible,language_features/roles/foo/tasks/main.yml,0,1
ansible/ansible-examples,ansible,language_features/roles/foo/vars/main.yml,0,1
ansible/ansible-examples,ansible,language_features/roletest.yml,0,3
ansible/ansible-examples,ansible,language_features/roletest2.yml,0,4
ansible/ansible-examples,ansible,language_features/selective_file_sources.yml,0,3
ansible/ansible-examples,ansible,language_features/tags.yml,0,5
ansible/ansible-examples,ansible,language_features/tasks/base.yml,0,3
ansible/ansible-examples,ansible,language_features/upgraded_vars.yml,0,4
ansible/ansible-examples,ansible,language_features/user_commands.yml,0,4
ansible/ansible-examples,ansible,language_features/vars/CentOS.yml,0,1
ansible/ansible-examples,ansible,language_features/vars/defaults.yml,0,1
ansible/ansible-examples,ansible,language_features/vars/external_vars.yml,0,1
ansible/ansible-examples,ansible,language_features/zfs.yml,0,6
ansible/ansible-examples,ansible,mongodb/playbooks/addnode.yml,0,3
ansible/ansible-examples,ansible,mongodb/playbooks/addshard.yml,0,1
ansible/ansible-examples,ansible,mongodb/playbooks/common.yml,0,2
ansible/ansible-examples,ansible,mongodb/playbooks/mongoc.yml,0,1
ansible/ansible-examples,ansible,mongodb/playbooks/mongod.yml,0,2
ansible/ansible-examples,ansible,mongodb/playbooks/mongos.yml,0,1
ansible/ansible-examples,ansible,mongodb/playbooks/nodes.yml,0,2
ansible/ansible-examples,ansible,mongodb/playbooks/test.yml,0,1
ansible/ansible-examples,ansible,mongodb/playbooks/testsharding.yml,0,5
ansible/ansible-examples,ansible,mongodb/roles/common/handlers/main.yml,0,2
ansible/ansible-examples,ansible,mongodb/roles/common/tasks/main.yml,0,9
ansible/ansible-examples,ansible,mongodb/roles/mongoc/tasks/main.yml,0,5
ansible/ansible-examples,ansible,mongodb/roles/mongod/handlers/main.yml,0,1
ansible/ansible-examples,ansible,mongodb/roles/mongod/tasks/addshard.yml,0,3
ansible/ansible-examples,ansible,mongodb/roles/mongod/tasks/main.yml,1,10
ansible/ansible-examples,ansible,mongodb/roles/mongod/tasks/shards.yml,0,4
ansible/ansible-examples,ansible,mongodb/roles/mongos/tasks/main.yml,0,7
ansible/ansible-examples,ansible,mongodb/site.yml,1,6
ansible/ansible-examples,ansible,openshift/ec2.yml,0,1
ansible/ansible-examples,ansible,openshift/ec2_remove.yml,0,1
ansible/ansible-examples,ansible,openshift/openshift_ec2/ec2.yml,0,1
ansible/ansible-examples,ansible,openshift/openshift_ec2/ec2_remove.yml,0,1
ansible/ansible-examples,ansible,openshift/openshift_ec2/roles/broker/handlers/main.yml,0,1
ansible/ansible-examples,ansible,openshift/openshift_ec2/roles/broker/tasks/main.yml,0,1
ansible/ansible-examples,ansible,openshift/openshift_ec2/roles/broker/vars/main.yml,0,1
ansible/ansible-examples,ansible,openshift/openshift_ec2/roles/common/handlers/main.yml,0,1
ansible/ansible-examples,ansible,openshift/openshift_ec2/roles/common/tasks/main.yml,0,1
ansible/ansible-examples,ansible,openshift/openshift_ec2/roles/dns/handlers/main.yml,0,1
ansible/ansible-examples,ansible,openshift/openshift_ec2/roles/dns/tasks/main.yml,0,1
ansible/ansible-examples,ansible,openshift/openshift_ec2/roles/dns/vars/main.yml,0,1
ansible/ansible-examples,ansible,openshift/openshift_ec2/roles/ec2/tasks/main.yml,0,1
ansible/ansible-examples,ansible,openshift/openshift_ec2/roles/ec2_remove/tasks/main.yml,0,1
ansible/ansible-examples,ansible,openshift/openshift_ec2/roles/lvs/tasks/main.yml,0,1
ansible/ansible-examples,ansible,openshift/openshift_ec2/roles/mongodb/site.yml,0,1
ansible/ansible-examples,ansible,openshift/openshift_ec2/roles/mongodb/tasks/main.yml,0,1
ansible/ansible-examples,ansible,openshift/openshift_ec2/roles/mq/handlers/main.yml,0,1
ansible/ansible-examples,ansible,openshift/openshift_ec2/roles/mq/tasks/main.yml,0,1
ansible/ansible-examples,ansible,openshift/openshift_ec2/roles/nodes/handlers/main.yml,0,1
ansible/ansible-examples,ansible,openshift/openshift_ec2/roles/nodes/tasks/main.yml,0,1
ansible/ansible-examples,ansible,openshift/openshift_ec2/site.yml,0,1
ansible/ansible-examples,ansible,openshift/roles/broker/handlers/main.yml,0,1
ansible/ansible-examples,ansible,openshift/roles/broker/tasks/main.yml,0,1
ansible/ansible-examples,ansible,openshift/roles/broker/vars/main.yml,0,1
ansible/ansible-examples,ansible,openshift/roles/common/handlers/main.yml,0,1
ansible/ansible-examples,ansible,openshift/roles/common/tasks/main.yml,0,1
ansible/ansible-examples,ansible,openshift/roles/dns/handlers/main.yml,0,1
ansible/ansible-examples,ansible,openshift/roles/dns/tasks/main.yml,0,1
ansible/ansible-examples,ansible,openshift/roles/dns/vars/main.yml,0,1
ansible/ansible-examples,ansible,openshift/roles/ec2/tasks/main.yml,0,1
ansible/ansible-examples,ansible,openshift/roles/ec2_remove/tasks/main.yml,0,1
ansible/ansible-examples,ansible,openshift/roles/lvs/tasks/main.yml,0,1
ansible/ansible-examples,ansible,openshift/roles/mongodb/site.yml,0,1
ansible/ansible-examples,ansible,openshift/roles/mongodb/tasks/main.yml,0,1
ansible/ansible-examples,ansible,openshift/roles/mq/handlers/main.yml,0,1
ansible/ansible-examples,ansible,openshift/roles/mq/tasks/main.yml,0,1
ansible/ansible-examples,ansible,openshift/roles/nodes/handlers/main.yml,0,1
ansible/ansible-examples,ansible,openshift/roles/nodes/tasks/main.yml,0,1
ansible/ansible-examples,ansible,openshift/site.yml,0,1
ansible/ansible-examples,ansible,phillips_hue/ansible_colors.yml,0,1
ansible/ansible-examples,ansible,phillips_hue/effect.yml,0,1
ansible/ansible-examples,ansible,phillips_hue/on_off.yml,0,1
ansible/ansible-examples,ansible,phillips_hue/register.yml,0,1
ansible/ansible-examples,ansible,phillips_hue/username_info.yml,0,1
ansible/ansible-examples,ansible,play-webapp/roles/common/handlers/main.yml,0,1
ansible/ansible-examples,ansible,play-webapp/roles/common/tasks/main.yml,0,1
ansible/ansible-examples,ansible,play-webapp/roles/webapp/handlers/main.yml,0,1
ansible/ansible-examples,ansible,play-webapp/roles/webapp/tasks/main.yml,0,1
ansible/ansible-examples,ansible,play-webapp/site.yml,0,1
ansible/ansible-examples,ansible,riak/form_cluster.yml,0,2
ansible/ansible-examples,ansible,riak/roles/bootstrap/common/handlers/main.yml,0,1
ansible/ansible-examples,ansible,riak/roles/bootstrap/common/tasks/main.yml,0,1
ansible/ansible-examples,ansible,riak/roles/bootstrap/redhat/handlers/main.yml,0,1
ansible/ansible-examples,ansible,riak/roles/bootstrap/redhat/tasks/main.yml,0,1
ansible/ansible-examples,ansible,riak/roles/bootstrap/ubuntu/handlers/main.yml,0,1
ansible/ansible-examples,ansible,riak/roles/bootstrap/ubuntu/tasks/main.yml,0,1
ansible/ansible-examples,ansible,riak/roles/riak/common/handlers/main.yml,0,2
ansible/ansible-examples,ansible,riak/roles/riak/common/tasks/main.yml,0,1
ansible/ansible-examples,ansible,riak/roles/riak/common/vars/main.yml,0,1
ansible/ansible-examples,ansible,riak/roles/riak/redhat/handlers/main.yml,0,1
ansible/ansible-examples,ansible,riak/roles/riak/redhat/tasks/main.yml,0,2
ansible/ansible-examples,ansible,riak/roles/riak/ubuntu/handlers/main.yml,0,1
ansible/ansible-examples,ansible,riak/roles/riak/ubuntu/tasks/main.yml,0,5
ansible/ansible-examples,ansible,riak/rolling_restart.yml,0,5
ansible/ansible-examples,ansible,riak/setup_riak.yml,0,2
ansible/ansible-examples,ansible,riak/site.yml,0,1
ansible/ansible-examples,ansible,rust-module-hello-world/rust.yml,0,2
ansible/ansible-examples,ansible,tomcat-memcached-failover/roles/common/handlers/main.yml,0,1
ansible/ansible-examples,ansible,tomcat-memcached-failover/roles/common/tasks/main.yml,0,2
ansible/ansible-examples,ansible,tomcat-memcached-failover/roles/lb-nginx/handlers/main.yml,0,2
ansible/ansible-examples,ansible,tomcat-memcached-failover/roles/lb-nginx/tasks/main.yml,0,2
ansible/ansible-examples,ansible,tomcat-memcached-failover/roles/memcached/handlers/main.yml,0,2
ansible/ansible-examples,ansible,tomcat-memcached-failover/roles/memcached/tasks/main.yml,0,2
ansible/ansible-examples,ansible,tomcat-memcached-failover/roles/tomcat/handlers/main.yml,0,2
ansible/ansible-examples,ansible,tomcat-memcached-failover/roles/tomcat/tasks/main.yml,0,2
ansible/ansible-examples,ansible,tomcat-memcached-failover/site.yml,0,2
ansible/ansible-examples,ansible,tomcat-standalone/roles/selinux/tasks/main.yml,1,6
ansible/ansible-examples,ansible,tomcat-standalone/roles/tomcat/handlers/main.yml,0,3
ansible/ansible-examples,ansible,tomcat-standalone/roles/tomcat/tasks/main.yml,1,15
ansible/ansible-examples,ansible,tomcat-standalone/site.yml,1,9
ansible/ansible-examples,ansible,windows/create-user.yml,0,1
ansible/ansible-examples,ansible,windows/deploy-site.yml,0,4
ansible/ansible-examples,ansible,windows/enable-iis.yml,0,1
ansible/ansible-examples,ansible,windows/install-msi.yml,0,2
ansible/ansible-examples,ansible,windows/ping.yml,0,3
ansible/ansible-examples,ansible,windows/run-powershell.yml,0,4
ansible/ansible-examples,ansible,windows/test.yml,0,2
ansible/ansible-examples,ansible,windows/wamp_haproxy/demo-aws-wamp-launch.yml,1,6
ansible/ansible-examples,ansible,windows/wamp_haproxy/roles/common/handlers/main.yml,0,1
ansible/ansible-examples,ansible,windows/wamp_haproxy/roles/common/tasks/main.yml,0,1
ansible/ansible-examples,ansible,windows/wamp_haproxy/roles/elb/tasks/main.yml,0,1
ansible/ansible-examples,ansible,windows/wamp_haproxy/roles/haproxy/handlers/main.yml,0,1
ansible/ansible-examples,ansible,windows/wamp_haproxy/roles/haproxy/tasks/main.yml,0,1
ansible/ansible-examples,ansible,windows/wamp_haproxy/roles/iis/tasks/main.yml,0,1
ansible/ansible-examples,ansible,windows/wamp_haproxy/roles/mssql/tasks/main.yml,0,1
ansible/ansible-examples,ansible,windows/wamp_haproxy/roles/web/tasks/main.yml,0,1
ansible/ansible-examples,ansible,windows/wamp_haproxy/rolling_update.yml,1,5
ansible/ansible-examples,ansible,windows/wamp_haproxy/site.yml,0,6
ansible/ansible-examples,ansible,wordpress-nginx/roles/common/handlers/main.yml,0,1
ansible/ansible-examples,ansible,wordpress-nginx/roles/common/tasks/main.yml,0,3
ansible/ansible-examples,ansible,wordpress-nginx/roles/mysql/handlers/main.yml,0,1
ansible/ansible-examples,ansible,wordpress-nginx/roles/mysql/tasks/main.yml,1,6
ansible/ansible-examples,ansible,wordpress-nginx/roles/nginx/handlers/main.yml,0,3
ansible/ansible-examples,ansible,wordpress-nginx/roles/nginx/tasks/main.yml,0,1
ansible/ansible-examples,ansible,wordpress-nginx/roles/php-fpm/handlers/main.yml,0,1
ansible/ansible-examples,ansible,wordpress-nginx/roles/php-fpm/tasks/main.yml,0,3
ansible/ansible-examples,ansible,wordpress-nginx/roles/wordpress/tasks/main.yml,0,15
ansible/ansible-examples,ansible,wordpress-nginx/site.yml,0,8
ansible/ansible-examples,ansible,wordpress-nginx_rhel7/roles/common/tasks/main.yml,1,5
ansible/ansible-examples,ansible,wordpress-nginx_rhel7/roles/mariadb/handlers/main.yml,0,2
ansible/ansible-examples,ansible,wordpress-nginx_rhel7/roles/mariadb/tasks/main.yml,0,4
ansible/ansible-examples,ansible,wordpress-nginx_rhel7/roles/nginx/handlers/main.yml,0,2
ansible/ansible-examples,ansible,wordpress-nginx_rhel7/roles/nginx/tasks/main.yml,0,3
ansible/ansible-examples,ansible,wordpress-nginx_rhel7/roles/php-fpm/handlers/main.yml,0,2
ansible/ansible-examples,ansible,wordpress-nginx_rhel7/roles/php-fpm/tasks/main.yml,0,3
ansible/ansible-examples,ansible,wordpress-nginx_rhel7/roles/wordpress/tasks/main.yml,0,4
ansible/ansible-examples,ansible,wordpress-nginx_rhel7/site.yml,0,2
ansible/awx,ansible,.codecov.yml,1,4
ansible/awx,ansible,.github/ISSUE_TEMPLATE/bug_report.yml,0,1
ansible/awx,ansible,.github/ISSUE_TEMPLATE/config.yml,0,1
ansible/awx,ansible,.github/ISSUE_TEMPLATE/feature_request.yml,0,1
ansible/awx,ansible,.github/actions/awx_devel_image/action.yml,1,12
ansible/awx,ansible,.github/actions/run_awx_devel/action.yml,1,12
ansible/awx,ansible,.github/actions/setup-python/action.yml,0,1
ansible/awx,ansible,.github/actions/setup-ssh-agent/action.yml,0,1
ansible/awx,ansible,.github/actions/upload_awx_devel_logs/action.yml,0,2
ansible/awx,ansible,.github/dependabot.yml,0,1
ansible/awx,ansible,.github/workflows/_repo-owns-branch.yml,0,1
ansible/awx,ansible,.github/workflows/api_schema_check.yml,1,3
ansible/awx,ansible,.github/workflows/ci.yml,1,43
ansible/awx,ansible,.github/workflows/dab-release.yml,0,8
ansible/awx,ansible,.github/workflows/devel_images.yml,1,14
ansible/awx,ansible,.github/workflows/docs.yml,1,6
ansible/awx,ansible,.github/workflows/feature_branch_deletion.yml,1,1
ansible/awx,ansible,.github/workflows/feature_branch_sync.yml,1,6
ansible/awx,ansible,.github/workflows/label_issue.yml,0,2
ansible/awx,ansible,.github/workflows/label_pr.yml,1,6
ansible/awx,ansible,.github/workflows/pr_body_check.yml,0,1
ansible/awx,ansible,.github/workflows/promote.yml,0,2
ansible/awx,ansible,.github/workflows/sonarcloud_pr.yml,0,3
ansible/awx,ansible,.github/workflows/spec-sync-on-merge.yml,1,3
ansible/awx,ansible,.github/workflows/stage.yml,1,4
ansible/awx,ansible,.github/workflows/update_dependabot_prs.yml,0,1
ansible/awx,ansible,.github/workflows/upload_schema.yml,1,14
ansible/awx,ansible,.readthedocs.yaml,1,1
ansible/awx,ansible,.tekton/run-atf-tests-pull-request.yaml,0,3
ansible/awx,ansible,awx/api/templates/instance_install_bundle/install_receptor.yml,0,1
ansible/awx,ansible,awx/api/templates/instance_install_bundle/requirements.yml,0,2
ansible/awx,ansible,awx/main/tests/data/collections/host_query_external_v1_0_0/galaxy.yml,1,1
ansible/awx,ansible,awx/main/tests/data/collections/host_query_external_v1_5_0/galaxy.yml,1,1
ansible/awx,ansible,awx/main/tests/data/collections/host_query_external_v3_0_0/galaxy.yml,1,1
ansible/awx,ansible,awx/main/tests/data/projects/debug/debug.yml,1,2
ansible/awx,ansible,awx/main/tests/data/projects/debug/set_stats.yml,1,1
ansible/awx,ansible,awx/main/tests/data/projects/debug/sleep.yml,1,1
ansible/awx,ansible,awx/main/tests/data/projects/facts/clear.yml,1,2
ansible/awx,ansible,awx/main/tests/data/projects/facts/gather.yml,1,2
ansible/awx,ansible,awx/main/tests/data/projects/facts/gather_slow.yml,1,1
ansible/awx,ansible,awx/main/tests/data/projects/facts/no_op.yml,1,2
ansible/awx,ansible,awx/main/tests/data/projects/host_query/extensions/audit/event_query.yml,1,4
ansible/awx,ansible,awx/main/tests/data/projects/host_query/galaxy.yml,1,2
ansible/awx,ansible,awx/main/tests/data/projects/host_query/meta/event_query.yml,1,3
ansible/awx,ansible,awx/main/tests/data/projects/role_requirement/meta/main.yml,1,2
ansible/awx,ansible,awx/main/tests/data/projects/role_requirement/tasks/main.yml,1,2
ansible/awx,ansible,awx/main/tests/data/projects/test_host_query/collections/requirements.yml,1,2
ansible/awx,ansible,awx/main/tests/data/projects/test_host_query/run_task.yml,1,2
ansible/awx,ansible,awx/main/tests/data/projects/test_host_query_external_v1_0_0/collections/requirements.yml,1,1
ansible/awx,ansible,awx/main/tests/data/projects/test_host_query_external_v1_0_0/run_task.yml,1,1
ansible/awx,ansible,awx/main/tests/data/projects/test_host_query_external_v1_5_0/collections/requirements.yml,1,1
ansible/awx,ansible,awx/main/tests/data/projects/test_host_query_external_v1_5_0/run_task.yml,1,1
ansible/awx,ansible,awx/main/tests/data/projects/test_host_query_external_v3_0_0/collections/requirements.yml,1,1
ansible/awx,ansible,awx/main/tests/data/projects/test_host_query_external_v3_0_0/run_task.yml,1,1
ansible/awx,ansible,awx/main/tests/data/projects/with_requirements/roles/requirements.yml,1,2
ansible/awx,ansible,awx/main/tests/data/projects/with_requirements/use_requirement.yml,1,2
ansible/awx,ansible,awx/playbooks/project_update.yml,1,6
ansible/awx,ansible,awx_collection/meta/runtime.yml,1,7
ansible/awx,ansible,awx_collection/tests/integration/targets/ad_hoc_command/tasks/main.yml,1,1
ansible/awx,ansible,awx_collection/tests/integration/targets/ad_hoc_command_cancel/tasks/main.yml,1,1
ansible/awx,ansible,awx_collection/tests/integration/targets/ad_hoc_command_wait/tasks/main.yml,1,1
ansible/awx,ansible,awx_collection/tests/integration/targets/bulk_job_launch/tasks/main.yml,1,1
ansible/awx,ansible,awx_collection/tests/integration/targets/credential/tasks/main.yml,1,6
ansible/awx,ansible,awx_collection/tests/integration/targets/credential_input_source/tasks/main.yml,1,1
ansible/awx,ansible,awx_collection/tests/integration/targets/execution_environment/tasks/main.yml,1,1
ansible/awx,ansible,awx_collection/tests/integration/targets/group/tasks/main.yml,1,1
ansible/awx,ansible,awx_collection/tests/integration/targets/host/tasks/main.yml,1,1
ansible/awx,ansible,awx_collection/tests/integration/targets/import/tasks/main.yml,1,1
ansible/awx,ansible,awx_collection/tests/integration/targets/inventory/tasks/main.yml,1,2
ansible/awx,ansible,awx_collection/tests/integration/targets/inventory_source_update/tasks/main.yml,1,1
ansible/awx,ansible,awx_collection/tests/integration/targets/job_cancel/tasks/main.yml,1,1
ansible/awx,ansible,awx_collection/tests/integration/targets/job_launch/tasks/main.yml,1,1
ansible/awx,ansible,awx_collection/tests/integration/targets/job_template/tasks/main.yml,1,2
ansible/awx,ansible,awx_collection/tests/integration/targets/job_wait/tasks/main.yml,1,2
ansible/awx,ansible,awx_collection/tests/integration/targets/label/tasks/main.yml,1,1
ansible/awx,ansible,awx_collection/tests/integration/targets/lookup_api_plugin/tasks/main.yml,1,1
